ability,education,treatment,income,propensity_score,true_effect
-0.09239017734006542,11.026220285398036,1,56.96789829748644,0.5396786328892146,9.815219645319871
0.734285571818207,11.84631065998353,1,60.50532818896407,0.6762092110617901,11.468571143636417
-1.438882025137984,15.962432571605248,0,62.76986717280313,0.6161043320436767,7.122235949724029
-0.6634220249431935,12.341944240005137,1,49.04017504711188,0.5341163652403741,8.67315595011361
-0.10072808829300164,7.081891097068816,0,39.603935518625164,0.3466073143220318,9.798543823413993
2.146986573285621,11.17085452961029,1,85.452639663766,0.7871220282780815,14.293973146571247
1.393708086434868,12.768332586791159,1,68.36860616440438,0.7773899596943786,12.78741617286974
-0.2073711320618591,12.80656450408927,1,67.12379100675304,0.6124511632953682,9.585257735876283
0.76358728607377,9.665524349592268,0,50.77677611474146,0.5780804800413057,11.527174572147537
0.2050536502590706,10.264231164112076,0,47.02949927359177,0.538765310421523,10.410107300518142
-1.0414961740454705,9.920887341702667,1,48.673531854968864,0.3689857037581312,7.91700765190906
-0.8280760893682219,14.5315871579025,1,65.0314260539242,0.6206432504493461,8.343847821263545
-1.0537956851227857,8.598570175908803,0,41.22286103179152,0.3084909337254225,7.892408629754428
-0.08875866470155816,9.632007717279096,1,61.29222414649012,0.4705397157342084,9.822482670596884
0.15819335462130032,12.211307315090854,1,68.45114635331085,0.6274652900655451,10.316386709242607
-1.7893230472518888,15.859194132325477,1,61.39823664600991,0.5688540667078162,6.421353905496225
1.0634817778402788,7.1743970100184,1,73.42863458574668,0.4916558474745914,12.126963555680561
0.037120005088365535,10.951429591859274,0,49.75250119849525,0.5520225303032535,10.07424001017673
-0.16375793041290654,6.652358824785778,1,50.7519472716642,0.32051475627788706,9.672484139174188
-0.32820756904280945,9.121025294680702,1,54.279640594624574,0.4158340780404889,9.34358486191438
1.5889765035000567,14.42916873506303,0,63.24060987606898,0.8429471643503679,13.17795300700012
-0.18878301639751396,14.852305277394011,1,69.44438147511626,0.7060070731348208,9.622433967204962
-0.1817229707189814,9.459598754319721,1,59.35096024237283,0.4504279547284784,9.636554058562034
0.7179002124106627,14.140562800964025,1,68.68991200293486,0.7662153128979514,11.435800424821323
-0.0007072508451907222,12.635781794965858,1,67.71273442511031,0.6287370921227076,9.998585498309623
0.7821669662745457,8.759524012763825,0,51.41108684249072,0.535686289682929,11.56433393254909
0.0869911211711735,15.484051881350316,1,81.97424922809113,0.7577358049504337,10.173982242342348
0.06625556927225097,15.516678475003449,0,55.4585094563927,0.7570297380378842,10.132511138544508
1.2005649415573179,11.61224009502723,1,70.66043084579775,0.7155981349858281,12.401129883114628
-0.06166531132228107,14.827220167499354,0,69.35282869478633,0.7180098968664712,9.87666937735544
-0.9009063455442049,10.723449799748915,0,50.50420711080691,0.42414922599163785,8.198187308911592
-1.259248044002328,12.964797267716643,0,53.43703347650576,0.49083488457739927,7.481503911995347
0.05663286486438104,13.05247808418846,1,63.563036860244466,0.6544848733751721,10.11326572972876
-0.966218615905405,8.378560286867373,0,40.60617959227531,0.30844540297037615,8.067562768189191
0.748555548637642,16.660812268382397,1,76.39855758313708,0.8463739951789027,11.49711109727528
0.2781863888490101,13.84941604950209,0,54.16761130857303,0.7127906577574102,10.556372777698016
-0.3107561510458716,12.060642744013547,1,58.825704383951255,0.5638373190478208,9.378487697908255
-0.6539049867266162,14.402626232849517,1,68.34884332392302,0.6349640991320562,8.692190026546768
-0.07294798302830618,6.2583514592427765,1,54.11062091160388,0.31328550340995887,9.854104033943386
0.5919375342722815,13.117528598439746,1,71.07865052230228,0.7149350166697588,11.183875068544559
0.8576039742639423,15.971478846701578,1,74.81573088041854,0.8352219053287152,11.715207948527883
-1.1941784058188503,11.347284965777922,0,52.653203489760955,0.418816854282024,7.611643188362301
1.901540732469318,17.283153728260963,1,88.43505650763905,0.9173899370015574,13.803081464938643
-0.6451840497609937,9.908988523766752,0,51.02813299314314,0.41561654012159144,8.709631900478016
-1.1821966824736394,16.493203454727148,0,50.60638794967285,0.669857881690459,7.635606635052724
1.552205077068221,8.157258047498303,1,61.6627895214162,0.600501264683655,13.104410154136445
1.2163215349729022,14.004816806629561,1,71.47740202242721,0.803627758998461,12.432643069945797
0.9363371804740966,16.056223113029255,1,78.43872935689173,0.8428268151880587,11.872674360948196
-0.6755505090190843,12.135179627785165,1,62.38647947793551,0.522300363276222,8.648898981961828
1.0693202966521997,14.331793364003175,1,76.54463681589735,0.8023455103119597,12.138640593304402
-0.1097420180616874,9.768748255859823,1,58.93508329499857,0.4747411806005354,9.780515963876624
-1.3932357291356519,13.37174984444942,1,53.99320873906343,0.49443325610536776,7.213528541728699
-0.6715004694911352,16.38446944682111,1,57.52478026613442,0.7193306124234885,8.656999061017729
-1.262074890425811,15.332428118133661,0,55.496833601538086,0.6071738899221645,7.475850219148377
0.9021389104878906,15.000205407623895,1,80.67847749268633,0.810169287835142,11.804277820975784
1.1736139681006397,10.467848299710408,1,69.10754739274856,0.6638227552560959,12.347227936201271
-1.0392911420668112,7.5651646122140175,1,47.78912067792687,0.2676432839132074,7.921417715866376
-0.15642780438147832,14.862592633040677,0,53.109276133783446,0.7097776965090565,9.687144391237041
0.39459629479680053,13.777334614030403,1,59.97461156867867,0.7216709158457303,10.789192589593604
-1.1662744462902728,12.906181505599891,0,52.02300145430613,0.4995247696368144,7.667451107419453
0.9370628652744759,14.37849286395054,1,85.81395388866578,0.7931847036659502,11.874125730548954
-1.004616341120693,8.999758324731337,0,48.64753326860741,0.33128996743318556,7.990767317758618
-1.3907691097183095,9.378678844834894,0,52.66624488698057,0.30583821798430355,7.218461780563381
-0.8462700209824422,14.056266217594764,1,62.35097364113279,0.5958296202516823,8.307459958035118
-0.3720826766359413,17.5146857100659,1,82.29116488367501,0.7886647855377106,9.255834646728118
-0.8595075339428448,7.48788616431883,1,46.07232384985573,0.28248335162864785,8.280984932114308
1.2059987010907725,17.66329016939488,1,92.63317490337315,0.8943208876203648,12.411997402181541
0.0018890809911902618,17.585480764610793,1,84.82053612775192,0.8202497815201089,10.003778161982382
-1.4277282849604525,7.211404445747699,0,37.63687954828674,0.2189863456972347,7.144543430079096
0.3432904108162747,12.096202775013117,1,77.45642283447017,0.6435683544447249,10.686580821632546
-1.434269939138933,17.77263323433158,1,70.95268034533143,0.6979155888850695,7.131460121722128
1.5307724939745744,15.047834458681871,1,78.25348354637289,0.8550725613965433,13.061544987949148
-1.2020513909211472,13.856729623735138,1,56.45694497622347,0.5424774213766881,7.5958972181577025
-0.44551097617660923,13.469470335461917,1,60.365257750231734,0.615653207343863,9.10897804764678
0.19152720733302964,14.44967570155109,0,59.59194766020401,0.7282375070897047,10.383054414666063
-0.7783831380384342,12.625808030348804,0,45.316729368645156,0.5339402352002226,8.443233723923129
-0.9853374874111669,14.655594182635971,1,64.92058066786122,0.607889656987725,8.029325025177677
0.25274976364112883,17.848241256481238,1,71.95174555080138,0.8450146192173683,10.505499527282254
-1.5611187548049383,14.82610775873263,0,51.68362251983308,0.5460348018560177,6.8777624903901255
1.0402535291695085,10.154492167950744,1,70.28897024336301,0.6343734120982671,12.080507058339016
-1.292581713417423,6.1726258689041265,0,36.83868137095791,0.1959557111802107,7.414836573165154
-1.255382814092879,14.452054226898703,0,52.43695920624188,0.5653046720842627,7.489234371814241
