ability,income,motivation,scholarship,score
74.96714153011233,6000,0.6725072626736491,0.0,88.35944551160117
68.61735698828815,3000,0.6821916892550988,0.0,79.48229679614629
76.47688538100692,8000,0.3152394346494508,0.0,87.88052533249098
85.23029856408026,3000,0.1332099241366287,0.0,98.27304153973776
67.65846625276664,2000,0.6323962564655086,1.0,90.84079826270249
67.6586304305082,3000,0.12832586218876452,0.0,80.34276946175896
85.79212815507391,6000,0.5784925082293301,0.0,83.81835592991027
77.67434729152909,2000,0.693422128056309,0.0,91.52205213048326
65.30525614065049,8000,0.7006114963944516,0.0,88.7799807968976
75.42560043585965,1000,0.7534721106595967,1.0,103.57699927740597
65.36582307187538,7000,0.8728594215656645,0.0,77.6553114633612
65.34270246429743,2000,0.49995899196478844,0.0,77.79011897487604
72.41962271566034,10000,0.7302491895295712,1.0,94.72452531846646
50.867197553422024,6000,0.6191727353658367,0.0,73.92923854975338
52.75082167486967,2000,0.18663993979768256,0.0,80.93456973000168
64.37712470759027,2000,0.025689644869408168,1.0,89.04969934053533
59.87168879665576,10000,0.28454138567693377,0.0,82.11123608925718
73.14247332595274,8000,0.4430337063376194,1.0,95.92995392941225
60.91975924478789,2000,0.6171059444286563,0.0,76.73609484619476
55.87696298664709,7000,0.8499593305032054,1.0,88.83647916812826
84.65648768921554,3000,0.19624571670616564,0.0,94.01093575396267
67.74223699513465,8000,0.1255497898984771,0.0,88.44578544697583
70.67528204687923,7000,0.9634799474743275,0.0,84.07777508764717
55.75251813786543,8000,0.10804455937640711,0.0,71.85656841494387
64.55617275474818,7000,0.47849107010718916,0.0,87.27666039370128
71.10922589709867,6000,0.5855637287933019,0.0,81.06376603278876
58.49006422577697,7000,0.5413744209074383,0.0,80.54914795127614
73.75698018345672,5000,0.0860321570329432,0.0,86.7543267532096
63.99361310081195,7000,0.05702691400361937,0.0,81.20395608867489
67.08306250206724,1000,0.10548342746103567,0.0,81.10664975009358
63.98293387770603,1000,0.5855876838726125,1.0,100.36249999578386
88.52278184508938,9000,0.5443448876343211,0.0,76.35107788510714
69.86502775262066,5000,0.23374079203674425,0.0,90.61486641814552
59.422890710441,5000,0.6377741418455916,0.0,75.14890648325033
78.22544912103189,3000,0.8200675020556494,0.0,91.15250910926919
57.791563500289776,5000,0.041578959846593766,0.0,80.67090983981953
72.08863595004756,3000,0.4981299435480424,0.0,92.41920488512787
50.403298761202244,9000,0.6893104121026903,1.0,86.87970547039416
56.71813951101569,9000,0.2523119270696871,0.0,74.21352385233762
71.96861235869123,6000,0.3077709052931491,0.0,77.96053123979078
77.3846657999541,1000,0.6136379029893838,0.0,86.94831712561219
71.7136828118997,7000,0.8979352934437369,0.0,76.06596426153479
68.8435171761176,7000,0.8099244203028994,0.0,81.27933005650502
66.98896304410711,10000,0.5831302190995835,0.0,82.03132842040252
55.214780096325725,10000,0.7302217177572492,1.0,84.15781015801825
62.801557916052914,4000,0.3648224702077987,0.0,81.609647244851
65.39361229040213,8000,0.6409655280987577,1.0,92.79821714680254
80.57122226218915,6000,0.46618159112755697,0.0,88.64717842445067
73.43618289568461,4000,0.1899361364575609,0.0,74.59733836265579
52.36959844637266,4000,0.7017382738772572,0.0,69.71127331975859
73.24083969394795,2000,0.556464637348822,0.0,89.83370350624836
66.14917719583684,2000,0.3586215819535914,1.0,99.96484261828438
63.23077999694041,4000,0.9113391900786307,0.0,72.42150640857523
76.11676288840867,5000,0.020934117826733267,1.0,94.08946112716734
80.30999522495951,8000,0.315773151249496,0.0,95.51482445047539
79.31280119116198,6000,0.05688139777764656,0.0,86.06620652855524
61.607824767773614,4000,0.7665273162216272,0.0,80.24645844826125
66.90787624148786,7000,0.7021074541137926,1.0,102.76928712816485
73.31263431403563,8000,0.33135221873631704,0.0,84.84843059980084
79.75545127122359,2000,0.675662902207073,0.0,87.35412858467622
65.2082576215471,7000,0.39593722619594984,1.0,93.00675703639824
68.14341023336183,2000,0.7562537914224343,0.0,93.33875910618006
58.93665025993972,2000,0.4541836627367061,0.0,81.69933431141726
58.037933759193294,8000,0.41227972783166555,0.0,79.11437501849548
78.12525822394198,2000,0.934729915488301,0.0,86.44082933356307
83.56240028570824,9000,0.25087909989070023,0.0,94.47528478375973
69.27989878419666,1000,0.12044733999656543,1.0,99.02247430172142
80.03532897892025,9000,0.5845431132594582,0.0,84.65177194208277
73.61636025047635,1000,0.9693218122841789,0.0,90.24132108496897
63.54880245394876,10000,0.37783921372718665,0.0,81.01863979385722
73.61395605508415,10000,0.06203676362878152,0.0,86.93097120068511
85.38036566465969,2000,0.33930526730956745,0.0,88.26873781738824
69.64173960890048,6000,0.5059316543195584,0.0,82.8209596653057
85.64643655814007,6000,0.1619230066322137,0.0,87.67250695295589
43.80254895910256,1000,0.658102218056492,1.0,82.4331035914782
78.21902504375224,7000,0.9977493890102006,0.0,90.99496362401003
70.87047068238171,8000,0.4517394759814438,1.0,94.5631314659382
67.00992649534132,2000,0.35472855673021264,0.0,77.00677489835859
70.91760776535503,8000,0.40070416683446664,0.0,96.34406712011939
50.12431085399107,9000,0.11514617839520114,0.0,69.43888023041585
67.80328112162488,6000,0.8832736014262238,0.0,89.3621553659091
73.57112571511746,5000,0.414825655521352,1.0,91.47737292705648
84.77894044741517,9000,0.3872744114248413,0.0,94.67198189954655
64.81729781726352,9000,0.6596902729304743,0.0,81.15584706553831
61.91506397106812,1000,0.4420334209311235,1.0,91.79054911712215
64.98242956415463,3000,0.648233468807846,0.0,83.47492640090586
79.15402117702074,9000,0.061446290130787506,0.0,89.88830987015703
73.28751109659684,2000,0.8137233437222274,0.0,82.5814296298882
64.70239796232961,4000,0.9405039528794026,0.0,78.0625045772298
75.13267433113356,4000,0.648765386159386,0.0,79.69676610559478
70.9707754934804,2000,0.9545659288588108,0.0,87.01320966852546
79.68644990532889,3000,0.1514323143699633,0.0,83.5742008171644
62.979469061226474,3000,0.4774161894803537,0.0,81.50960931319915
66.72337853402232,1000,0.6018067339454473,0.0,86.32407918761474
66.07891846867842,6000,0.5817366474211867,0.0,84.07973439345947
55.364850518678814,8000,0.40146177908904324,0.0,74.06676876925312
72.96120277064576,3000,0.3380844093662614,1.0,103.39125430763656
72.6105527217989,5000,0.1268240225504188,0.0,84.26541897039318
70.05113456642461,1000,0.3917424505622782,1.0,91.88044554324784
67.65412866624852,10000,0.16266081510548513,0.0,82.40842681085788
55.84629257949586,7000,0.7343656764922184,0.0,80.85713317967156
65.7935467723464,10000,0.20883093549458998,0.0,79.52470181412258
66.57285483473231,1000,0.05856530528453385,0.0,87.67733949221767
