id,age,education,experience,ability,region,treatment,income,true_effect,propensity_score
1,51.353294032230025,12,32.78739468941559,-0.6518334270186216,경기,1,77.9763601199473,8.47801691682714,0.6961483328100213
2,45.393348242109205,16,23.711325829862332,0.7029144091414307,경기,1,91.38956259548137,12.784493550295476,0.8694877811683268
3,29.961723660629957,14,6.52157740975131,0.20293965581197276,서울,1,77.07390080214907,13.492497994183505,0.887546396573045
4,50.32303458599271,16,32.48440126742028,-0.259114278442071,대구,1,97.11577736305605,10.543327831607622,0.9004063330767764
5,32.52307742526719,16,13.248749662811996,-0.22915256048066637,서울,0,77.6807742064531,15.875933781220276,0.9062235928097869
6,57.4894942995359,12,36.55066888208526,-0.282424733094748,서울,1,88.6958660458594,10.602694687104632,0.9148296269178597
7,21.714617934090555,14,0.7937598284978202,-0.6687401638080955,서울,1,62.38179158623507,8.696091377603818,0.8034281702936122
8,37.63468813719218,9,22.76763297345246,1.7686674946054688,기타,1,81.13249270732312,13.995690261015211,0.8197572697072727
9,56.50889159740791,12,38.648330046941545,0.17033553466019571,기타,1,92.53546736014988,10.663961284255164,0.845773448812735
10,38.200156757071156,14,18.56688036050258,1.3804214739312228,대구,1,103.72067929487422,15.677646285747008,0.9121266818962104
11,40.317373628151664,12,22.817184873234233,-0.719242001431326,경기,1,79.51433137583518,10.160111670931041,0.6165424659758939
12,23.396318191788005,16,0.14795636844120108,0.013120785076418208,대구,1,81.34528231421064,14.1441379775438,0.8139625439455405
13,37.05399164262151,16,15.257447793710142,1.314419727663179,기타,1,92.26530491868424,16.137288423715813,0.904725050965353
14,49.828678387754884,16,26.880844433048026,0.04431815901688461,서울,1,101.86559280434663,14.018962416344067,0.9472271009300935
15,54.68325582443161,16,32.78233755966086,0.9797384417467068,기타,1,109.6956645806464,14.677000402963696,0.9315889753407698
16,32.94663307602683,12,15.19114973008843,0.14653286179695532,서울,1,67.75844743298511,12.184900207214744,0.8680825642070565
17,24.16297589253153,18,0.0,0.16071601442019193,서울,1,85.828767753541,12.331539165566792,0.9215515882647778
18,52.084321874137885,14,34.85064286559546,-0.2764669119277363,부산,1,92.92918094455487,14.208098885876602,0.9048194158393128
19,35.79327796720471,12,16.58804897728485,-0.5894251079207997,서울,1,76.84018977039236,7.752234572823478,0.8301983271851447
20,45.11072352936759,18,21.02374064524425,-1.2237220719833213,부산,1,92.76513906643252,14.097794033264066,0.8909605921636903
21,21.43954174398803,18,0.0,0.26882635645777425,경기,0,64.25979953005388,12.794399909699042,0.7795771676731
22,31.996314000861418,12,16.460844860052227,-2.221162717274605,기타,0,50.20990119459386,5.6374344701526535,0.44866981694949193
23,21.90612878416133,14,6.574977779819751,1.5173647979059883,기타,1,72.30479186882494,13.948538034163423,0.8405806501489628
24,34.88844311224501,14,17.032704105467097,0.06144802190600966,서울,1,87.12254590909572,14.05349842918862,0.9001434887268941
25,30.496607857127884,9,14.448687029220853,-0.07247624309882258,대구,0,63.27705702703121,9.2473350651192,0.6610957140072837
26,59.62104825650744,12,42.910427472716584,-1.3279154508360793,부산,1,91.58358866927301,10.16460827356191,0.8399112005047733
27,35.80581392412242,12,18.82091663147887,-0.7342293754329084,경기,1,69.63924221323391,11.560823045431743,0.583512823779318
28,32.30157050396265,14,17.70217047454699,-1.806652445186292,서울,1,80.41820791657197,11.04853412440276,0.7720154839614045
29,28.84404545390818,14,8.246542056629012,-0.6257377258475317,부산,1,69.94704673966434,11.456751671999287,0.793553140425135
30,39.76100099945549,16,16.861327758189205,-0.22783432078035132,서울,1,80.65551434844521,9.757688493137337,0.9205553178739367
31,22.31500758491765,12,8.322603573504038,-1.8931257606973644,기타,0,54.52263456666808,8.47618522606654,0.421398097764189
32,31.588001629114203,18,5.729733615922335,0.4870012017469767,부산,1,100.7546036537567,15.491415320602531,0.9263929692374777
33,29.3980156250111,16,11.532027436608416,-0.42726679157196584,기타,1,62.98804544529269,8.286380953692325,0.7666779586957432
34,58.53721659814515,16,41.98696322819644,-0.21592249363752966,기타,1,107.89424810251128,12.157094433285703,0.8986808670618142
35,44.62695492309999,12,27.135761559756556,-1.202210415152735,서울,1,82.28406425373423,6.567107667595177,0.8267535511384256
36,54.50335877208167,16,29.15040877762974,1.5521133653961072,부산,1,101.13884340822794,14.456086474926122,0.9694578098789103
37,23.603410248001722,16,4.818156401247117,1.7038668366526608,서울,1,91.48444959382834,16.920826769762755,0.9513015170988527
38,25.959556063196203,12,9.558716074341316,0.362244360349099,부산,1,78.92219566745965,12.310800602538064,0.8169622484658505
39,46.902998547411315,16,23.824098874032522,-0.950235160185214,대구,1,95.42452287311596,11.83258046153145,0.8456892279025193
40,59.15967699249735,9,42.35935212578356,0.8672731060348897,부산,1,92.07168959736127,9.423857270622065,0.9080808152734605
41,20.928940204731788,18,0.0,-0.46107270610374446,기타,1,83.36573620105433,15.223435730768282,0.7663907753599507
42,56.30862764703075,12,35.6127003964687,-1.1587364127858535,서울,1,89.48930064409032,11.21206260314202,0.8702229370673138
43,22.322052648650114,12,2.081562596603158,0.4483042421630672,대구,1,68.83288648354437,11.434315038822094,0.7486469149964583
44,50.226617371277136,14,23.203642511730727,0.22882409777640295,서울,1,98.27071496970598,11.68344362171848,0.934071417180446
45,22.584115123593026,18,2.4937245100961283,-0.3961768803842628,기타,1,70.99053555832438,13.055089481918127,0.7821996346658866
46,30.229336952334094,12,9.015397048201631,0.15729835414534274,경기,0,60.73014158035341,9.716936104853602,0.6395450052761653
47,26.784310578656036,16,7.695986106373482,1.6094907129904876,대구,1,94.12901168267074,18.9181239588487,0.9181439093641525
48,27.805091869794843,9,10.054372753047945,-0.4784057124399349,경기,0,47.51607908697981,11.386652746289307,0.44212129633165875
49,24.262274043612187,12,8.423215920391478,0.8616800074483272,경기,1,75.0372139641766,10.241474975688822,0.6900424241160031
50,40.83158401555442,12,22.061697710226113,0.8656248514788711,서울,1,86.51180663587229,9.95441980382319,0.9220161570068915
51,20.24985105341375,12,0.0,-1.3135308282815756,경기,0,52.318348103845764,9.437662166439068,0.38894039710941164
52,51.624203857664,12,36.08778363872465,-0.26748070691094444,기타,1,82.94719404957276,8.496187804448088,0.7956981844298666
53,25.548436960524835,9,13.082105421096259,0.9783334490184251,경기,1,75.65583268368358,12.299930987578334,0.6179737170963726
54,24.285807805939925,12,4.878702983112583,-1.9689415965864676,부산,1,50.955759714456896,7.117647171875325,0.5621844725759159
55,37.18404654410096,16,21.58946793012793,0.8425702993753557,부산,1,96.99147801312262,12.955291968613123,0.9358877901478903
56,28.758915095013847,14,12.284001753580043,-2.098054096155331,기타,0,57.78795092980849,7.184589725388991,0.5122453687162015
57,53.43406916252175,12,31.308394804035615,1.5028117583483227,서울,1,94.44449587385276,13.996729989384482,0.9582404756097225
58,20.234988802009575,12,4.628803917743637,0.1571400223348791,부산,1,76.11062283270397,12.34357250912478,0.7737411741751314
59,25.932915805735583,9,8.787151780594762,0.08637368302049184,서울,1,60.62773063578,10.49892401463335,0.7684743777987653
60,47.9337537015941,16,27.841785680147492,0.09408027961668851,경기,1,99.46890792498921,16.421713784919877,0.8434510424705624
61,25.90439618987519,14,6.5334650486614025,0.14370636150046667,기타,1,68.49312242633923,11.453457682377161,0.7417867013491143
62,54.831381448266384,12,39.238540653746426,-0.3711767173716728,부산,1,81.9311634156517,6.07800742756985,0.8811561784193972
63,40.55944867499666,16,14.729160996929188,-0.8953676137982333,경기,0,86.45363769823534,11.096752252404816,0.7131631802084631
64,36.99201024915687,12,15.535235162023962,0.35176602756778813,기타,1,82.10292988880934,11.797295008240361,0.7633393751018236
65,20.758735130949894,12,7.332606464896347,-0.3381764467206912,대구,0,60.29973849577518,10.057378593387376,0.6724776421163664
66,39.773037045887236,12,15.794763469463128,0.9518469018605746,부산,1,81.1427934841655,9.84773202130447,0.8937215596765955
