timestamp,demand_mw,temperature,solar_generation_mw,wind_generation_mw,hour,weekday,month,is_holiday,year,quarter
2024-01-01 00:00:00,40437.76869373141,-13.055012017398937,0.0,2226.2899306004965,0,0,1,1,2024,1
2024-01-01 01:00:00,38312.52500122501,-12.050029962101636,0.0,2806.5059883664376,1,0,1,1,2024,1
2024-01-01 02:00:00,33997.75278149425,-11.023490346806831,0.0,955.1463815402309,2,0,1,1,2024,1
2024-01-01 03:00:00,32866.97899391106,-16.53911534637651,0.0,2704.082338413899,3,0,1,1,2024,1
2024-01-01 04:00:00,31943.553083052328,-9.64998874986602,0.0,628.1002379914668,4,0,1,1,2024,1
2024-01-01 05:00:00,32238.908248090007,-10.331528562417674,0.0,2153.2797585991566,5,0,1,1,2024,1
2024-01-01 06:00:00,36775.19700604308,-7.556638235636836,0.0,844.7011671494959,6,0,1,1,2024,1
2024-01-01 07:00:00,43712.90336645802,-7.687801414002759,493.4438447429312,4199.822207050939,7,0,1,1,2024,1
2024-01-01 08:00:00,49419.84267252914,-7.720170714998613,1281.637382139289,4199.822207050939,8,0,1,1,2024,1
2024-01-01 09:00:00,52708.97146012108,-2.7660163491330096,1265.9802241903492,1594.1143981032199,9,0,1,1,2024,1
2024-01-01 10:00:00,52502.28249575202,-4.050563787312953,2450.6571434869593,2417.6983443712666,10,0,1,1,2024,1
2024-01-01 11:00:00,53189.30398271412,-2.261617704474304,1904.7231846215684,226.3523716133848,11,0,1,1,2024,1
2024-01-01 12:00:00,52475.80914543448,-1.5551308373748325,1503.0762229428437,2130.8208044674434,12,0,1,1,2024,1
2024-01-01 13:00:00,53558.33749875282,-4.627289330056504,4320.10855032519,1090.6919803309163,13,0,1,1,2024,1
2024-01-01 14:00:00,52686.19694487163,-3.8196743494620087,2217.6757707131887,3108.445246736526,14,0,1,1,2024,1
2024-01-01 15:00:00,52802.10311022694,-4.386969752284498,1342.1297878439682,2794.4850334160274,15,0,1,1,2024,1
2024-01-01 16:00:00,54732.76474406655,-2.20241028212463,2076.7389642831045,4199.822207050939,16,0,1,1,2024,1
2024-01-01 17:00:00,52216.777814672714,-6.310294053067621,665.7946304592674,1100.0885796223622,17,0,1,1,2024,1
2024-01-01 18:00:00,51253.8258242825,-7.064258272033076,3.557515975012479e-13,706.6424036009836,18,0,1,1,2024,1
2024-01-01 19:00:00,49343.18485233915,-10.689565846355547,0.0,923.2864933241784,19,0,1,1,2024,1
2024-01-01 20:00:00,46218.925513011505,-7.962110109192511,0.0,1697.67491655911,20,0,1,1,2024,1
2024-01-01 21:00:00,43169.85206465061,-11.119862222293223,0.0,2734.9356150796193,21,0,1,1,2024,1
2024-01-01 22:00:00,40929.24521006454,-10.76235942843081,0.0,1139.6861487675571,22,0,1,1,2024,1
2024-01-01 23:00:00,40313.23723383041,-12.015871992372759,0.0,1702.5361818772735,23,0,1,1,2024,1
2024-01-02 00:00:00,47392.16877638898,-12.049968663946672,0.0,1013.2266901589608,0,1,1,0,2024,1
2024-01-02 01:00:00,46206.2472919112,-12.893205106501565,0.0,1885.149418926558,1,1,1,0,2024,1
2024-01-02 02:00:00,42090.85725833509,-9.26321409332781,0.0,1379.7454053964161,2,1,1,0,2024,1
2024-01-02 03:00:00,40081.995266521306,-11.15607803777489,0.0,4199.288880887646,3,1,1,0,2024,1
2024-01-02 04:00:00,41144.417366448266,-10.759061841201985,0.0,864.5255986576216,4,1,1,0,2024,1
2024-01-02 05:00:00,41120.4093760501,-6.749454148206768,0.0,2383.5774234894407,5,1,1,0,2024,1
2024-01-02 06:00:00,45729.701019606466,-4.972973113858847,0.0,2137.3496397655776,6,1,1,0,2024,1
2024-01-02 07:00:00,55974.263658681215,-7.433774290618254,552.1066784585491,2658.2436276257386,7,1,1,0,2024,1
2024-01-02 08:00:00,62849.37832119617,-3.493825720453446,771.922251887859,301.77534021096255,8,1,1,0,2024,1
2024-01-02 09:00:00,64438.24054857537,-3.1327985810273358,1999.3747354404202,623.7935913970132,9,1,1,0,2024,1
2024-01-02 10:00:00,65269.19935670637,-5.181902280459709,1627.9988014761295,2480.0682325856073,10,1,1,0,2024,1
2024-01-02 11:00:00,65555.47218584947,-0.1836023714446524,2245.8528414670823,4199.288880887646,11,1,1,0,2024,1
2024-01-02 12:00:00,64579.888878725316,-0.359550039496924,2697.400776639696,2045.3704961659173,12,1,1,0,2024,1
2024-01-02 13:00:00,66170.71303610559,-1.676093729256573,1717.532221265804,3177.494552180283,13,1,1,0,2024,1
2024-01-02 14:00:00,66795.94076960656,-1.716074667648733,1314.8108128621932,1742.1793530984748,14,1,1,0,2024,1
2024-01-02 15:00:00,66249.76882388895,-3.855804621808524,2747.7174647646593,451.5073572345917,15,1,1,0,2024,1
2024-01-02 16:00:00,68922.81969663953,-7.149999075647045,1154.5568545597398,3069.237366819521,16,1,1,0,2024,1
2024-01-02 17:00:00,65403.574584824055,-5.597936838098699,894.8026757814811,2687.235086256612,17,1,1,0,2024,1
2024-01-02 18:00:00,62586.975950006134,-9.28456605071072,2.856476956861593e-13,1317.8184819346689,18,1,1,0,2024,1
2024-01-02 19:00:00,61189.67022538964,-6.616335835863541,0.0,2067.8167508237293,19,1,1,0,2024,1
2024-01-02 20:00:00,56897.23258277578,-4.800666218544965,0.0,2193.635305884052,20,1,1,0,2024,1
2024-01-02 21:00:00,52705.69852074354,-11.192578328716895,0.0,1256.138731807931,21,1,1,0,2024,1
2024-01-02 22:00:00,51249.92271622851,-10.643130582462213,0.0,1978.1217474430687,22,1,1,0,2024,1
2024-01-02 23:00:00,50691.05680497948,-13.475558147858886,0.0,2422.622537652615,23,1,1,0,2024,1
2024-01-03 00:00:00,49603.038532980914,-10.987841629868125,0.0,1644.6147347213712,0,2,1,0,2024,1
2024-01-03 01:00:00,45317.08580518722,-11.270118472758398,0.0,4198.400179546171,1,2,1,0,2024,1
2024-01-03 02:00:00,42949.94308042667,-14.31670683309851,0.0,1824.2491588154044,2,2,1,0,2024,1
2024-01-03 03:00:00,41935.11468616981,-13.154189317301366,0.0,3495.7539916783735,3,2,1,0,2024,1
2024-01-03 04:00:00,41174.80524630178,-9.173067316690652,0.0,2035.3296507789346,4,2,1,0,2024,1
2024-01-03 05:00:00,44665.45549834903,-6.332971788083503,0.0,2767.275464247184,5,2,1,0,2024,1
2024-01-03 06:00:00,46181.957237106806,-6.182700777528535,0.0,1586.0855735089262,6,2,1,0,2024,1
2024-01-03 07:00:00,52707.01623562801,-1.7772268596554488,642.9856467118943,194.37276135018863,7,2,1,0,2024,1
2024-01-03 08:00:00,60201.366817132955,-3.0227380245803372,965.1343584904631,3863.9541858304788,8,2,1,0,2024,1
2024-01-03 09:00:00,64515.4451370915,-5.625838576016605,1179.7386086911501,1647.4711847529754,9,2,1,0,2024,1
2024-01-03 10:00:00,68600.5728439164,-2.102674154956855,3473.8923825992188,1415.9466457965002,10,2,1,0,2024,1
2024-01-03 11:00:00,67804.23589347226,-4.194583016606504,2911.1546763398037,2541.827176678475,11,2,1,0,2024,1
2024-01-03 12:00:00,67166.58258231611,-0.9691288301748269,2909.564726109968,1067.5058782998362,12,2,1,0,2024,1
2024-01-03 13:00:00,65361.84060979468,0.6598983934924654,3653.5076066982615,1885.9813218111042,13,2,1,0,2024,1
2024-01-03 14:00:00,69317.25552640711,-1.3055816784905825,2551.7896462391946,747.3853016871087,14,2,1,0,2024,1
2024-01-03 15:00:00,65489.531894547705,-3.277466456289875,2217.587609470889,2418.3368603084746,15,2,1,0,2024,1
2024-01-03 16:00:00,63521.73831851617,-7.249414501183649,1045.282035276573,159.56129733316007,16,2,1,0,2024,1
2024-01-03 17:00:00,64765.87353996489,-7.286632966396433,722.1740368790018,1546.0305018054403,17,2,1,0,2024,1
2024-01-03 18:00:00,65846.99174902344,-7.680173096475896,4.625693493218712e-13,1191.270916289597,18,2,1,0,2024,1
2024-01-03 19:00:00,60849.01982595091,-8.767699753525179,0.0,2246.9340211498284,19,2,1,0,2024,1
2024-01-03 20:00:00,56496.28707262961,-5.9780039352825645,0.0,2283.8741788666644,20,2,1,0,2024,1
2024-01-03 21:00:00,53701.11791577363,-10.67418938897774,0.0,827.1600465206735,21,2,1,0,2024,1
2024-01-03 22:00:00,52391.186185015395,-12.959825734727199,0.0,827.5130888437344,22,2,1,0,2024,1
2024-01-03 23:00:00,50404.07238287763,-10.731068599093911,0.0,1759.7164712046747,23,2,1,0,2024,1
2024-01-04 00:00:00,49419.66944187763,-10.903890076643897,0.0,2086.1930351661063,0,3,1,0,2024,1
2024-01-04 01:00:00,45814.93606310641,-12.528831695922188,0.0,1530.090623749789,1,3,1,0,2024,1
2024-01-04 02:00:00,42325.82405922052,-9.663651759977192,0.0,3846.792001891031,2,3,1,0,2024,1
2024-01-04 03:00:00,41105.46387408164,-8.581975668172628,0.0,1421.9376733924782,3,3,1,0,2024,1
2024-01-04 04:00:00,40560.00786725636,-8.449449954412836,0.0,1125.4014535634237,4,3,1,0,2024,1
2024-01-04 05:00:00,40961.499269995795,-8.757502672075717,0.0,2148.2134506139378,5,3,1,0,2024,1
2024-01-04 06:00:00,44809.294079424326,-8.550946400128364,0.0,3066.792255791627,6,3,1,0,2024,1
2024-01-04 07:00:00,54474.058239275255,-7.7615973072197795,881.0571544003186,1389.5188153254853,7,3,1,0,2024,1
2024-01-04 08:00:00,60399.29805507114,-3.549773273796032,949.5097344238714,1895.9531714221284,8,3,1,0,2024,1
2024-01-04 09:00:00,63624.486500541294,-4.988472284420931,3077.296608116207,1631.7633181579677,9,3,1,0,2024,1
2024-01-04 10:00:00,67298.66856761079,-4.282035818776998,4146.834533862613,755.9703470864886,10,3,1,0,2024,1
2024-01-04 11:00:00,66923.08433866894,-6.901922115047485,4487.715985303609,3883.432398348855,11,3,1,0,2024,1
2024-01-04 12:00:00,66092.93899046272,-2.6665250345291414,3122.6926652530437,1778.7334875328033,12,3,1,0,2024,1
2024-01-04 13:00:00,64691.69497066257,-1.8423972775023967,2700.988703702335,1497.5908603248117,13,3,1,0,2024,1
2024-01-04 14:00:00,66038.57667540421,-2.411919448768677,4194.981367905458,1656.2237635626966,14,3,1,0,2024,1
2024-01-04 15:00:00,67226.92670513089,-3.174610695160682,2342.0464483534984,1458.7823262863171,15,3,1,0,2024,1
2024-01-04 16:00:00,67338.20651911503,-1.4374653635746886,1837.8566585103156,2573.2923050030895,16,3,1,0,2024,1
2024-01-04 17:00:00,66738.82653343143,-6.5851680222949645,944.6558548158526,2746.199860748757,17,3,1,0,2024,1
2024-01-04 18:00:00,64147.00926572698,-10.367515287584414,3.3327263785848956e-13,727.0936575830924,18,3,1,0,2024,1
2024-01-04 19:00:00,60957.80364746184,-12.776907636189591,0.0,1829.7792561144904,19,3,1,0,2024,1
2024-01-04 20:00:00,56172.21361597749,-9.173561033535535,0.0,400.61013439451165,20,3,1,0,2024,1
2024-01-04 21:00:00,55589.239526378806,-11.340155514065097,0.0,1114.9539349614417,21,3,1,0,2024,1
2024-01-04 22:00:00,49716.15668884804,-9.279781647139915,0.0,1278.5599142629226,22,3,1,0,2024,1
2024-01-04 23:00:00,52021.754901546665,-12.704285836171602,0.0,1339.780316347785,23,3,1,0,2024,1
2024-01-05 00:00:00,50055.24894341791,-12.517336651193524,0.0,965.4304761351328,0,4,1,0,2024,1
2024-01-05 01:00:00,47053.93901211701,-15.178107201252063,0.0,2062.513307284521,1,4,1,0,2024,1
2024-01-05 02:00:00,41583.73004150883,-9.386071213848183,0.0,1790.2830392990722,2,4,1,0,2024,1
2024-01-05 03:00:00,40849.20526657999,-10.917108808227955,0.0,3841.9326445900947,3,4,1,0,2024,1
2024-01-05 04:00:00,42434.71563357131,-6.600616153836599,0.0,1145.7847433264515,4,4,1,0,2024,1
2024-01-05 05:00:00,42275.82094672154,-5.927302716466652,0.0,2581.2742245139416,5,4,1,0,2024,1
2024-01-05 06:00:00,47458.8055605267,-11.128776811569237,0.0,2594.7261114214884,6,4,1,0,2024,1
2024-01-05 07:00:00,53477.98403693262,-3.312488509018348,744.6969647105212,1480.3306606434421,7,4,1,0,2024,1
2024-01-05 08:00:00,58704.53864496382,-5.222393236516245,1547.7792689953908,1391.8145571686628,8,4,1,0,2024,1
