timestamp,renewable_target,subsidy_rate,carbon_tax
2024-01-01,20.1940828530635,0.1001940828530635,10.09704142653175
2024-01-02,20.53114800083153,0.10053114800083153,10.265574000415764
2024-01-03,20.661100490452945,0.10066110049045295,10.330550245226473
2024-01-04,20.83369659470005,0.10083369659470005,10.416848297350025
2024-01-05,21.292439516266047,0.10129243951626606,10.646219758133023
2024-01-06,21.437691769101757,0.10143769176910176,10.718845884550879
2024-01-07,21.672685903180724,0.10167268590318072,10.836342951590362
2024-01-08,22.11775647187873,0.10211775647187873,11.058878235939366
2024-01-09,22.471617147012495,0.1024716171470125,11.235808573506247
2024-01-10,22.502718760094847,0.10250271876009485,11.251359380047424
2024-01-11,22.576370282234333,0.10257637028223433,11.288185141117166
2024-01-12,22.58029107762029,0.10258029107762029,11.290145538810146
2024-01-13,22.89575197273487,0.10289575197273487,11.447875986367436
2024-01-14,23.119588685440082,0.10311958868544009,11.559794342720041
2024-01-15,23.186726110891218,0.10318672611089122,11.593363055445609
2024-01-16,23.665693171419605,0.1036656931714196,11.832846585709802
2024-01-17,23.930523033392415,0.10393052303339242,11.965261516696208
2024-01-18,24.051469680448857,0.10405146968044886,12.025734840224429
2024-01-19,24.30177146602621,0.10430177146602622,12.150885733013105
2024-01-20,24.641581632393766,0.10464158163239377,12.320790816196883
2024-01-21,24.67970124138055,0.10467970124138055,12.339850620690274
2024-01-22,24.817053148904492,0.1048170531489045,12.408526574452246
2024-01-23,25.22053589434649,0.10522053589434649,12.610267947173245
2024-01-24,25.45036832954782,0.10545036832954782,12.72518416477391
2024-01-25,25.723656900563967,0.10572365690056397,12.861828450281983
2024-01-26,25.940064901668702,0.10594006490166871,12.970032450834351
2024-01-27,25.962014872990206,0.10596201487299022,12.981007436495103
2024-01-28,26.044889762900283,0.10604488976290029,13.022444881450141
2024-01-29,26.267660582271226,0.10626766058227123,13.133830291135613
2024-01-30,26.37225331497519,0.1063722533149752,13.186126657487595
2024-01-31,26.397242829305032,0.10639724282930503,13.198621414652516
