positive_sentiment,negative_sentiment,confidence_score,economic_focus,social_focus,environmental_focus,action_verbs,numeric_targets,urgency_level,commitment_level,bert_embedding_0,bert_embedding_1,bert_embedding_2,bert_embedding_3,bert_embedding_4,bert_embedding_5,bert_embedding_6,bert_embedding_7,bert_embedding_8,bert_embedding_9
0.8080214113754405,0.29980290838513685,0.777785540616567,0.6831511622864443,0.16514367421792825,0.7652896920391616,30,11,0.5911287895483891,0.24810457403750968,-0.38698335292516955,-0.2862351825099146,-0.27653665062473726,0.8020426720588054,-0.379289461021423,-0.8075742931663941,0.06435664943990058,1.1297711339676269,-1.2593426633746845,0.5927199772758843
0.7774801351882185,0.5252144376808897,0.8713262085597292,0.38479271898367684,0.5992335291560369,0.18425738453507742,20,9,0.6456175495344664,0.8526519374958594,-0.6498421919665505,-0.8010515668801376,-2.882269531332502,0.6672370252575605,-0.3326107885587807,-1.0819784104438515,-0.5738941952291813,0.5457860632874985,1.0780436212465396,-0.5938690596274128
0.7684134491051946,0.426428075834149,0.9307454853231403,0.6834382211168915,0.3504848486449039,0.5958895182790258,29,15,0.7126036701895048,0.8846554261244837,-1.0003206976971222,0.11521686720301218,-0.44189701323470104,-0.16970403143487509,-0.2923750410088038,0.3792537115942932,-0.5127535779645837,-2.357852543482588,0.9301429641062546,0.3556562905905622
0.7746347184046153,0.22622579041437935,0.9646996635589298,0.8471727629248531,0.4487278052952994,0.04021334777782836,35,15,0.2807632238847576,0.5906181965487495,-0.7692667300081335,-0.20676525258134626,-0.8676909742059602,-0.5961328644167799,-0.0479017740342867,-0.4925143684503482,0.15351872362572672,0.11069358914989251,-0.37462553284953565,0.014609164817966607
0.9782668759496163,0.36138798477257084,0.8317009804083555,0.7980841811284562,0.31196972140318724,0.2524773853937766,21,12,0.6502127438984495,0.9221754537087137,-1.4217794280161404,-1.4650502203087494,-0.8550145487595863,0.34412199140439165,1.698181269141064,-0.18439963232290518,-1.5407221877060948,2.833711166151944,1.317711299818321,-0.459903917862271
0.9578359325187374,0.2778363906748279,0.5027031366044743,0.4485032523298497,0.6534308354596697,0.2680730573040456,20,17,0.11768999275806757,0.48809547083941335,0.22285132356001333,-0.45050950416267527,3.120976620705856,0.6480150148481408,-0.3791436495592495,-0.6415317595008019,-2.1510711493195678,1.1164816113754994,0.5902765944351105,1.261707323273505
0.45039942556531387,0.1939538646959114,0.6767896058313098,0.24365088401730542,0.7662812528639987,0.25299175508021077,30,11,0.009979210058657428,0.47433769893744604,0.20486750045230762,-0.5897816883511857,-1.3889182442359134,-1.2606266301269524,0.5611115822189031,-1.3684440573018204,1.2428218977323782,-0.49901107674556305,-1.0804632622727248,-0.3026760304032474
0.928007098452568,0.18411092537046414,0.690395628099691,0.5417868611998682,0.5889768874862757,0.2814270979249579,18,18,0.6946807875504998,0.8652734567602006,0.33771725314478496,0.02278296253398071,0.3961405701408406,-0.32429134555809813,0.34970068259575926,-0.2285420452672495,0.8372287009432141,0.5440329759486162,-1.457927136294056,-0.21039836022090597
0.48702800483977626,0.1947886916948937,0.8582665980578499,0.31731447287819803,0.7699375209146532,0.5105363919849345,27,14,0.7156122084805838,0.769916096736096,-0.011426214878492167,-0.7337164902191867,-0.7955882442278753,-0.1893340453501742,0.06207409879556719,-1.3028958911204427,0.3688922882614425,-0.39283973504141334,0.30601320183298303,-0.4847731800693737
0.7450901689793139,0.27683258841222225,0.6448476597450956,0.6100550794945272,0.6942879746366417,0.1536401482429592,31,9,0.6221427079241109,0.6301759208973429,-0.5673794917331795,-0.5484424265022848,-0.9122116733522876,-0.2821929812753643,-0.9581116590218143,-1.832037417174916,0.30466835465075026,1.014573031929632,0.4760157609090203,1.480476733960506
0.5271298417551111,0.26434764799853133,0.6479524173996158,0.35301939729622606,0.24437655724762358,0.1798326364461183,31,7,0.2588699490969971,0.3132705061899614,-0.6568447013207643,-0.1821768769143658,-1.3468034762763175,-0.6751066316226113,0.5236652784254057,0.6259198087705554,-0.1892525680559966,-0.8142030818108431,-1.2927428088973962,1.3907351155428098
0.6314048273064619,0.08886780119059702,0.7503411361562299,0.32525961707118184,0.4996362118922288,0.21194588875867984,19,12,0.9274684605818259,0.673289399590555,0.15900365492296212,0.6383893005016819,1.1283003295422025,-1.3326304196835619,-1.9256370235805549,-1.2390660980115473,3.015966220248434,1.2085736802423148,-0.5256476340549816,1.146772454968252
0.3374683360439775,0.38972549797106026,0.48827810100597696,0.40432157276225217,0.5519268775725367,0.44833964607681887,20,12,0.8756755831302486,0.527554880166418,-0.0515145120868334,0.09281065681598395,1.2044149757654563,-0.3042617698960281,-1.0205544505350386,1.457112291106364,0.19295446902740349,0.920401740432005,0.853142302783588,0.869473757502773
0.8187992490133527,0.3340292391694477,0.7947468918216746,0.43624804188905947,0.8352224811163002,0.29819925401173436,28,10,0.5155405606191753,0.26878240323174996,-0.6357662132066624,2.664895486173769,-0.6202640790397012,-0.2777220172350952,-0.5416009762076331,1.417664814634619,2.6080964478955364,0.6426194115766063,1.5708837879747057,-0.8841962728603967
