urban_density,green_space_ratio,construction_activity,road_network_density,industrial_zones,infrastructure_condition,crowd_density,traffic_congestion,public_facility_usage,street_cleanliness,housing_quality,commercial_activity,informal_settlements,public_space_quality,flood_risk_visual,fire_damage_areas,landslide_risk,emergency_response,crop_health_ndvi,deforestation_rate,water_body_changes,soil_erosion,cnn_deep_feature_0,cnn_deep_feature_1,cnn_deep_feature_2,cnn_deep_feature_3,cnn_deep_feature_4,cnn_deep_feature_5,cnn_deep_feature_6,cnn_deep_feature_7,cnn_deep_feature_8,cnn_deep_feature_9
0.23808799386434673,0.23981651328781156,2,0.6372099614846256,0.39807577342389094,0.7952826236809927,1.9758878844284036,0.6965732755815892,0.38718275962663284,0.8872793111194752,0.6397651744647991,0.48311758900339813,0.23033475803052875,0.7191933159708293,0.1914566136107369,0,0.15962157913150662,0.12380080003210893,0.5825196275452907,0.24646890285002143,-0.6145264842294718,0.36199659631266573,1.9800971838847754,-0.5264710682845327,0.018380424149386107,-0.025446637324087713,0.3176893348518196,1.327169732372258,-1.560642971600463,-2.0432123115316614,-0.329109202796068,-1.2231575733367765
0.3852289206881831,0.3676838256707781,4,0.3884044187163334,0.434032436856402,0.7906855016158088,11.056121618974782,0.8587544151172538,0.29815350469525936,0.2021555043021441,0.38582999156108205,0.5501972668173757,0.3442459035610618,0.38301116492388865,0.09767942727818107,3,0.39362699175270943,0.5302564247918794,0.4623305230101496,0.03876595926280606,-0.3201118770889517,0.5311100545596431,-2.0559791743447136,-0.5521782706268293,0.34849435660212835,-1.3399907176279424,-1.4152412086773487,-0.6970653402402062,1.7844008872257344,-0.7706664049000898,-1.1174140415849025,-0.3726380648272456
0.32580802553592886,0.60363628332615,6,0.389697205619607,0.4408813345329751,0.3138337387523921,7.410754779414022,0.43782451048041343,0.7261354357221467,0.33659019784401806,0.333958525852049,0.8063298443077701,0.056384989209718545,0.7408831750890761,0.0780191714117112,2,0.2019563765575237,0.5271800656334065,0.529530045905785,0.43252607519075864,-0.9719586252667232,0.22127350459918665,2.858969677222074,0.8662842992160776,0.31175629209102146,-0.6434922569158048,-0.5958106728330771,0.3318841609127882,0.14155933973725723,0.10006881844449357,-1.0127376077043255,-1.2704354337001296
0.4870567425036194,0.2940536328157391,6,0.5235859907192082,0.46327360050262917,0.7251309283664069,5.814115534523226,0.6242468399297607,0.6341602203533653,0.4025294838755222,0.8713345930885469,0.5941329767641461,0.10941289238199824,0.917596444912491,0.17594539175830862,1,0.4751497072653955,0.582338660510324,0.5147230755332374,0.24637864032738924,-0.7004787328848383,0.2693512714528841,0.11073346520213176,1.649609530934864,0.07227837637418356,1.1080292078729956,0.5084531299857349,-1.0132960528273027,0.4003706922607513,-0.7003908746164905,-0.16188579111651194,0.39260015168112206
0.3470033339893189,0.5099580888729018,8,0.8521439925817712,0.4823979032389913,0.7060243248342928,11.433198403438556,0.43829390234539417,0.5276367754479317,0.17327787387371865,0.691350734617951,0.6234325102513091,0.13894040741518535,0.6384667647220948,0.39468481153283363,2,0.4273231454419903,0.7801227560793307,0.41753080600372294,0.1368980690071289,0.484709980681977,0.27305765743376925,-0.05208672970441271,-1.2191583695081865,-0.5218498505235889,-0.8280805662760874,-0.3166275135177765,1.5351133667445587,1.2412629349251572,-0.9887582154665469,-1.8011443057510694,-0.8527127894463347
0.7263211337221925,0.5189087100376063,6,0.7495937850326554,0.1568768236561062,0.7588756778530691,4.695642639717205,0.6191720008887232,0.722971173377861,0.8787083742733539,0.5534284983946212,0.8054234645522904,0.2313009530033946,0.27599917913001376,0.20453872623212768,0,0.2901352685802465,0.6529842756493034,0.5701305654069596,0.44328109249702874,0.27655943424498086,0.2370776469289388,0.8233156117725421,-0.5073990684263289,-0.09044655795701231,1.9137739922595018,-0.7384606430699067,-0.02995863529466102,0.7747012189788749,2.07594784846756,0.8422615870165531,0.03392074494701961
0.8394150710892196,0.3180776307882233,7,0.43801444223508823,0.5880395308312005,0.7086435821698941,8.57761641952936,0.6503882936450458,0.3966991961833678,0.7214956836829215,0.3164609984130433,0.21129237305855944,0.3071014009756938,0.7069517529592109,0.6143379362160539,3,0.11513227915641791,0.6750373243462926,0.38901649797377924,0.414141333774858,0.044647738415250826,0.3569681927493983,0.7123632596729523,-1.5834442232367296,1.1614205627492176,0.8830697460324225,-1.7331034937988297,-0.9712101352690334,-0.577731752302023,-1.4070427532805312,1.201710249901651,-1.5803413180190724
0.7265651913238025,0.365661247093488,2,0.3809660452821593,0.3009487844841309,0.677627435211759,10.348902771906587,0.46217862755271655,0.6461012369330462,0.2796543931272237,0.6540750006242584,0.7648226579571622,0.09680761562164883,0.5689905573028504,0.4391520134989927,0,0.20801589016452857,0.7035905843722629,0.8001625801858017,0.1758443069495836,0.38787531949326604,0.43459464577106044,-1.0106657416088887,0.4026520501675329,-1.502959446742399,-0.059994170113078844,0.7336978010380534,-0.8621106725057737,0.8728506970969339,0.8623425775759838,0.48000035010144987,1.7348050831732935
0.48768583618779177,0.5566658769420223,5,0.5469549585636743,0.571642757110937,0.9377243015590586,5.242257644381863,0.8367225410202014,0.6676862223645714,0.3712620998021485,0.6299448246047532,0.6518169070136769,0.25793254850097797,0.9223116848112547,0.036656110432815886,1,0.1695823245361465,0.5181440287021644,0.8288600198735706,0.5938613818880083,-0.7603727884707785,0.34354969986554973,1.0418222406994666,-0.6948002652416314,1.7404255148183194,0.5241562844235388,-1.4915956553686698,0.03360697206677006,0.5751000288188347,0.24930416969501856,-0.18640840595358216,-1.0029347563370725
0.7553406646975666,0.1635142144223127,4,0.6657085548770197,0.5093001930609102,0.5653340639027287,2.381485667822343,0.525153400122247,0.5940753759297953,0.4152123707156544,0.34733973299336346,0.32402521408743684,0.24873038883753587,0.22215279767309237,0.3631058504668254,1,0.3705199167435379,0.610856738832897,0.43197246979490805,0.3643345063592135,0.4447013015023338,0.46573463420210126,-0.6216232569034627,-1.2077308069175114,-1.328943488322272,0.9067047551665498,1.4633190700152627,-0.40841917748585777,1.8225948211692202,-0.7917302125895622,-0.28549928271596736,-1.2826651369759658
0.4380138105275493,0.3767645425306943,3,0.658475829625868,0.590904851994417,0.6265381956442497,2.0343751719992227,0.29090394686673465,0.3113729980555033,0.4595583809817169,0.0582340776612039,0.7724697767329091,0.7033356321535335,0.7228117048039937,0.44251816493306695,0,0.16422247445615965,0.27802843914484393,0.48547201451555344,0.3651244585878865,-0.8025391027493112,0.4070703361360687,-1.5114069980093294,-1.4411561219558284,-1.422364104438065,2.0330981574647624,0.772515439890889,-0.6350187731028276,1.678702378948783,-0.32784111628651874,0.8645012439718838,-0.45596494514953567
